DEM_3_29;GEB_6_4;DEM_2_4;HH_4_4;WHG_4_2;osm_nodes_counter;BEV_INSGESAMT;BEV_JE_QM;FLAECHE_QM;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_SIEDLUNG_VERKEHR;EINK_JE_EINW;WHG_6_5;BESIEDLUNGSSCHLUESSEL;REGIONSTYP;revenue_sum1;revenue_sum2;revenue_avg2;revenue_avg1_per_head;revenue_avg2_per_head;revenue_avg1
12.0;3.0;289.0;203.0;6.0;0;654;60;10.82;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
3.0;;186.0;128.0;7.0;2;435;44;9.94;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
20.0;26.0;574.0;422.0;23.0;16;1530;55;27.67;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
;3.0;175.0;116.0;4.0;6;448;83;5.42;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
21.0;22.0;654.0;469.0;44.0;14;1635;119;13.69;7.5;11.2;10.4;21211.0;20.0;3;gem;;;;;;
28.0;19.0;471.0;368.0;31.0;15;1328;68;19.64;7.5;11.2;10.4;21211.0;19.0;3;gem;;;;;;
7.0;;273.0;154.0;28.0;7;681;50;13.56;7.5;11.2;10.4;21211.0;10.0;3;gem;;;;;;
9.0;9.0;302.0;241.0;35.0;17;809;47;17.09;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
12.0;21.0;298.0;185.0;21.0;4;750;40;18.88;7.5;11.2;10.4;21211.0;24.0;3;gem;;;;;;
10.0;7.0;324.0;213.0;24.0;0;807;41;19.91;7.5;11.2;10.4;21211.0;22.0;3;gem;;;;;;
6.0;13.0;395.0;275.0;49.0;13;994;35;28.14;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
;12.0;166.0;132.0;31.0;4;485;287;1.69;7.5;11.2;10.4;21211.0;4.0;3;gem;;;;;;
6.0;;178.0;134.0;9.0;7;523;59;8.79;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
9.0;10.0;215.0;197.0;19.0;1;551;97;5.7;7.5;11.2;10.4;21211.0;4.0;3;gem;;;;;;
12.0;3.0;239.0;165.0;12.0;3;602;35;17.29;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
13.0;3.0;283.0;218.0;11.0;17;724;54;13.35;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
32.0;31.0;817.0;616.0;65.0;26;2037;59;34.71;7.5;11.2;10.4;21211.0;19.0;3;gem;;;;;;
99.0;145.0;1979.0;1510.0;321.0;128;4926;505;9.75;7.5;11.2;10.4;21211.0;137.0;3;stadt;;;;;;
29.0;33.0;942.0;635.0;52.0;35;2334;232;10.06;7.5;11.2;10.4;21211.0;9.0;3;gem;1975453.66;1975453.66;1975453.66;846.38;846.38;1975453.66
12.0;12.0;534.0;361.0;25.0;1;1266;72;17.7;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
6.0;3.0;172.0;113.0;3.0;4;384;32;12.02;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
7.0;6.0;194.0;104.0;15.0;0;446;27;16.28;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
3.0;6.0;298.0;200.0;34.0;8;727;38;19.12;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
51.0;40.0;1215.0;892.0;97.0;29;3091;65;47.4;7.5;11.2;10.4;21211.0;33.0;3;gem;;;;;;
18.0;;398.0;274.0;3.0;18;968;109;8.92;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
99.0;169.0;3245.0;2434.0;296.0;123;8443;89;95.37;7.0;9.6;11.5;20114.0;127.0;3;gem;2880950.42;2880950.42;2880950.42;341.22;341.22;2880950.42
440.0;547.0;6503.0;5730.0;2981.0;403;19714;1072;18.39;7.0;9.6;11.5;20114.0;258.0;1;stadt;;;;;;
45.0;66.0;1316.0;958.0;98.0;64;3458;54;64.25;7.0;9.6;11.5;20114.0;56.0;3;gem;;;;;;
30.0;155.0;312.0;427.0;506.0;188;1247;137;9.11;7.0;9.6;11.5;20114.0;53.0;3;gem;;;;;;
342.0;694.0;6247.0;5173.0;1382.0;325;17047;412;41.4;7.0;9.6;11.5;20114.0;293.0;3;stadt;18925940.76;18925940.76;9462970.38;555.11;555.11;9462970.38
210.0;342.0;2172.0;2314.0;2944.0;259;7677;150;51.11;7.0;9.6;11.5;20114.0;141.0;3;gem;;;;;;
25.0;22.0;361.0;306.0;32.0;42;993;49;20.2;7.0;9.6;11.5;20114.0;10.0;3;gem;;;;;;
200.0;301.0;3128.0;2773.0;1743.0;266;9221;503;18.32;7.0;9.6;11.5;20114.0;172.0;3;stadt;7672230.61;7672230.61;7672230.61;832.04;832.04;7672230.61
30.0;84.0;282.0;380.0;525.0;174;1046;128;8.17;7.0;9.6;11.5;20114.0;9.0;3;gem;;;;;;
258.0;295.0;3662.0;3016.0;920.0;246;10810;157;69.06;7.0;9.6;11.5;20114.0;219.0;3;gem;;;;;;
347.0;475.0;5431.0;4856.0;1648.0;336;16266;824;19.74;7.0;9.6;11.5;20114.0;179.0;3;stadt;17609689.7;17609689.7;8804844.85;541.3;541.3;8804844.85
198.0;257.0;3669.0;2920.0;598.0;294;9698;244;39.68;7.0;9.6;11.5;20114.0;126.0;3;stadt;6388510.89;6388510.89;6388510.89;658.75;658.75;6388510.89
227.0;245.0;5366.0;4407.0;964.0;269;15556;261;59.6;7.0;9.6;11.5;20114.0;144.0;2;gem;;;;;;
268.0;354.0;5826.0;4873.0;1285.0;276;17113;302;56.7;7.0;9.6;11.5;20114.0;163.0;2;gem;;;;;;
57.0;101.0;2099.0;1523.0;179.0;77;5416;72;75.31;7.0;9.6;11.5;20114.0;31.0;3;gem;;;;;;
195.0;416.0;3124.0;3358.0;3599.0;547;8976;446;20.13;7.0;9.6;11.5;20114.0;161.0;2;gem;;;;;;
228.0;346.0;3428.0;3326.0;2161.0;568;11710;223;52.54;7.0;9.6;11.5;20114.0;168.0;2;gem;;;;;;
265.0;509.0;4376.0;4024.0;1731.0;957;12942;70;185.48;7.0;9.6;11.5;20114.0;231.0;3;stadt;14015764.99;14015764.99;14015764.99;1082.97;1082.97;14015764.99
13.0;12.0;434.0;329.0;49.0;3;1181;56;21.2;7.0;9.6;11.5;20114.0;3.0;3;gem;;;;;;
19.0;15.0;601.0;423.0;94.0;24;1510;33;45.76;7.0;9.6;11.5;20114.0;23.0;3;gem;;;;;;
48.0;50.0;591.0;803.0;681.0;68;2117;101;20.98;7.0;9.6;11.5;20114.0;27.0;3;gem;;;;;;
24.0;13.0;404.0;332.0;129.0;21;1029;35;29.42;7.0;9.6;11.5;20114.0;9.0;3;gem;;;;;;
16.0;46.0;427.0;354.0;89.0;36;1174;41;28.5;7.0;9.6;11.5;20114.0;15.0;3;gem;;;;;;
39.0;45.0;799.0;605.0;87.0;78;2192;33;67.12;7.0;9.6;11.5;20114.0;30.0;3;gem;;;;;;
14.0;9.0;203.0;157.0;6.0;5;558;65;8.54;7.0;9.6;11.5;20114.0;6.0;3;gem;;;;;;
18.0;10.0;245.0;183.0;31.0;10;706;76;9.35;7.0;9.6;11.5;20114.0;;3;gem;;;;;;
12.0;13.0;246.0;169.0;15.0;8;693;39;17.82;7.0;9.6;11.5;20114.0;16.0;3;gem;;;;;;
6.0;9.0;166.0;130.0;13.0;9;435;76;5.74;7.0;9.6;11.5;20114.0;10.0;3;gem;;;;;;
79.0;90.0;2022.0;1480.0;171.0;194;4846;175;27.7;7.0;9.6;11.5;20114.0;41.0;3;gem;4153470.83;4153470.83;4153470.83;857.09;857.09;4153470.83
3.0;15.0;149.0;101.0;24.0;5;388;40;9.63;7.0;9.6;11.5;20114.0;10.0;3;gem;;;;;;
24.0;8.0;347.0;291.0;42.0;13;1014;39;25.81;7.0;9.6;11.5;20114.0;9.0;3;gem;;;;;;
21.0;9.0;409.0;275.0;36.0;16;1130;31;36.64;7.0;9.6;11.5;20114.0;10.0;3;gem;;;;;;
22.0;47.0;574.0;400.0;47.0;9;1548;46;33.77;7.0;9.6;11.5;20114.0;15.0;3;gem;;;;;;
30.0;23.0;887.0;577.0;40.0;52;2522;61;41.46;7.0;9.6;11.5;20114.0;30.0;3;gem;;;;;;
42.0;56.0;1015.0;672.0;132.0;56;2486;64;39.06;7.0;9.6;11.5;20114.0;15.0;3;gem;;;;;;
51.0;64.0;485.0;574.0;865.0;147;1592;82;19.5;7.0;9.6;11.5;20114.0;36.0;3;gem;;;;;;
170.0;246.0;3809.0;2957.0;779.0;1005;9777;569;17.17;5.6;10.0;21.2;22458.0;128.0;2;stadt;17474374.68;17474374.68;17474374.68;1787.29;1787.29;17474374.68
698.0;1104.0;19312.0;16261.0;4818.0;697;48924;2289;21.37;5.6;10.0;21.2;22458.0;688.0;2;stadt;88750641.18;88750641.18;22187660.3;453.51;453.51;22187660.3
252.0;249.0;5893.0;5028.0;2146.0;157;16645;1323;12.58;5.6;10.0;21.2;22458.0;121.0;1;gem;;;;;;
16.0;126.0;510.0;653.0;284.0;674;1127;268;4.2;5.6;10.0;21.2;22458.0;44.0;3;gem;;;;;;
674.0;755.0;16213.0;13580.0;5712.0;322;42508;1973;21.54;5.6;10.0;21.2;22458.0;368.0;1;stadt;33345222.24;33345222.24;16672611.12;392.22;392.22;16672611.12
354.0;317.0;7146.0;5989.0;2248.0;306;20556;476;43.17;5.6;10.0;21.2;22458.0;207.0;2;stadt;8867716.55;8867716.55;8867716.55;431.39;431.39;8867716.55
269.0;268.0;4665.0;3891.0;1572.0;119;13718;1041;13.18;5.6;10.0;21.2;22458.0;137.0;1;gem;;;;;;
327.0;367.0;6678.0;5965.0;2356.0;303;18506;1852;9.99;5.6;10.0;21.2;22458.0;148.0;1;stadt;13875201.56;13875201.56;13875201.56;749.77;749.77;13875201.56
199.0;191.0;4702.0;3786.0;618.0;114;12980;630;20.61;5.6;10.0;21.2;22458.0;82.0;2;stadt;5990747.82;5990747.82;5990747.82;461.54;461.54;5990747.82
269.0;482.0;6430.0;5633.0;1965.0;264;17688;1548;11.43;5.6;10.0;21.2;22458.0;187.0;2;stadt;;;;;;
666.0;708.0;11851.0;10123.0;5075.0;577;32203;952;33.82;5.6;10.0;21.2;22458.0;363.0;1;stadt;15421513.31;15421513.31;15421513.31;478.88;478.88;15421513.31
32.0;30.0;1053.0;807.0;119.0;36;3043;282;10.79;5.6;10.0;21.2;22458.0;22.0;2;gem;;;;;;
30.0;36.0;1120.0;800.0;91.0;8;2900;171;16.92;5.6;10.0;21.2;22458.0;20.0;2;gem;;;;;;
28.0;40.0;958.0;816.0;178.0;23;2810;415;6.77;5.6;10.0;21.2;22458.0;14.0;2;gem;;;;;;
6.0;13.0;325.0;244.0;9.0;18;949;82;11.57;5.6;10.0;21.2;22458.0;10.0;3;gem;;;;;;
6.0;6.0;230.0;150.0;21.0;8;559;43;12.99;5.6;10.0;21.2;22458.0;3.0;3;gem;;;;;;
9.0;7.0;350.0;269.0;35.0;18;893;38;23.35;5.6;10.0;21.2;22458.0;12.0;3;gem;;;;;;
3.0;9.0;320.0;234.0;30.0;7;839;122;6.89;5.6;10.0;21.2;22458.0;3.0;2;gem;;;;;;
13.0;18.0;370.0;288.0;18.0;23;1096;58;18.88;5.6;10.0;21.2;22458.0;12.0;3;gem;;;;;;
26.0;29.0;609.0;427.0;37.0;25;1677;93;18.08;5.6;10.0;21.2;22458.0;30.0;3;gem;;;;;;
19.0;14.0;482.0;372.0;78.0;21;1321;55;24.1;5.6;10.0;21.2;22458.0;15.0;3;gem;;;;;;
15.0;17.0;249.0;159.0;20.0;8;638;40;16.02;5.6;10.0;21.2;22458.0;15.0;3;gem;;;;;;
19.0;34.0;650.0;450.0;41.0;21;1595;121;13.14;5.6;10.0;21.2;22458.0;10.0;2;gem;;;;;;
7.0;6.0;157.0;115.0;16.0;3;418;66;6.38;5.6;10.0;21.2;22458.0;15.0;3;gem;;;;;;
22.0;25.0;498.0;374.0;35.0;11;1283;137;9.37;5.6;10.0;21.2;22458.0;15.0;2;gem;;;;;;
80.0;99.0;1787.0;1399.0;391.0;37;5844;288;20.28;5.6;10.0;21.2;22458.0;37.0;2;gem;;;;;;
6.0;21.0;252.0;197.0;29.0;6;699;124;5.64;5.6;10.0;21.2;22458.0;9.0;2;gem;;;;;;
37.0;38.0;895.0;668.0;91.0;26;2419;450;5.38;5.6;10.0;21.2;22458.0;19.0;2;gem;;;;;;
49.0;44.0;1006.0;773.0;64.0;34;2839;285;9.96;5.6;10.0;21.2;22458.0;19.0;2;gem;;;;;;
44.0;46.0;1129.0;831.0;117.0;47;3101;193;16.05;5.6;10.0;21.2;22458.0;19.0;2;gem;;;;;;
74.0;53.0;1447.0;1137.0;146.0;47;4110;382;10.76;5.6;10.0;21.2;22458.0;28.0;2;gem;2683788.95;2683788.95;2683788.95;652.99;652.99;2683788.95
15.0;3.0;211.0;149.0;9.0;13;528;62;8.54;5.6;10.0;21.2;22458.0;4.0;3;gem;;;;;;
12.0;21.0;244.0;194.0;15.0;6;575;72;8.04;5.6;10.0;21.2;22458.0;3.0;3;gem;;;;;;
12.0;10.0;300.0;187.0;18.0;9;723;117;6.2;5.6;10.0;21.2;22458.0;3.0;2;gem;;;;;;
22.0;12.0;422.0;305.0;21.0;25;1282;150;8.56;5.6;10.0;21.2;22458.0;4.0;2;gem;;;;;;
16.0;21.0;543.0;406.0;45.0;23;1435;133;10.8;5.6;10.0;21.2;22458.0;9.0;2;gem;;;;;;
6.0;12.0;180.0;109.0;9.0;2;451;43;10.56;5.6;10.0;21.2;22458.0;12.0;3;gem;;;;;;
15.0;12.0;274.0;187.0;21.0;83;698;45;15.48;5.6;10.0;21.2;22458.0;18.0;3;gem;;;;;;
15.0;26.0;649.0;447.0;78.0;20;1624;99;16.42;5.6;10.0;21.2;22458.0;6.0;3;gem;;;;;;
6.0;6.0;220.0;148.0;18.0;12;523;51;10.28;5.6;10.0;21.2;22458.0;3.0;3;gem;;;;;;
12.0;21.0;343.0;227.0;12.0;15;806;37;21.72;5.6;10.0;21.2;22458.0;9.0;3;gem;;;;;;
49.0;86.0;1684.0;1208.0;278.0;77;4405;366;12.05;5.6;10.0;21.2;22458.0;38.0;2;gem;2988129.25;2988129.25;2988129.25;678.35;678.35;2988129.25
36.0;32.0;803.0;644.0;132.0;22;2263;152;14.88;5.6;10.0;21.2;22458.0;9.0;2;gem;;;;;;
93.0;49.0;1409.0;1110.0;219.0;44;4204;461;9.11;5.6;10.0;21.2;22458.0;22.0;2;gem;;;;;;
54.0;79.0;1192.0;938.0;355.0;38;3397;307;11.07;5.6;10.0;21.2;22458.0;28.0;2;gem;;;;;;
28.0;24.0;755.0;570.0;80.0;16;2055;316;6.5;5.6;10.0;21.2;22458.0;9.0;2;gem;;;;;;
27.0;31.0;848.0;600.0;73.0;27;2237;428;5.23;5.6;10.0;21.2;22458.0;29.0;2;gem;;;;;;
27.0;52.0;849.0;635.0;164.0;12;2245;179;12.52;5.6;10.0;21.2;22458.0;15.0;2;gem;;;;;;
22.0;17.0;762.0;568.0;40.0;9;2055;101;20.4;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
190.0;345.0;3110.0;2783.0;902.0;270;12845;350;36.73;6.2;9.6;9.3;19873.0;219.0;3;stadt;7520229.08;7520229.08;7520229.08;585.46;585.46;7520229.08
318.0;351.0;5600.0;4675.0;1526.0;343;15855;1101;14.4;6.2;9.6;9.3;19873.0;172.0;1;stadt;9028108.96;9028108.96;9028108.96;569.42;569.42;9028108.96
249.0;213.0;4574.0;3802.0;1566.0;224;13552;760;17.82;6.2;9.6;9.3;19873.0;70.0;1;stadt;7508835.21;7508835.21;7508835.21;554.08;554.08;7508835.21
11.0;31.0;198.0;189.0;57.0;44;641;31;20.85;6.2;9.6;9.3;19873.0;12.0;3;gem;;;;;;
36.0;33.0;678.0;467.0;77.0;77;1773;46;38.34;6.2;9.6;9.3;19873.0;18.0;3;gem;;;;;;
3.0;6.0;270.0;165.0;16.0;8;661;72;9.12;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
10.0;24.0;424.0;296.0;34.0;15;1115;34;32.8;6.2;9.6;9.3;19873.0;4.0;3;gem;;;;;;
6.0;;181.0;112.0;22.0;6;416;38;10.92;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
13.0;12.0;409.0;335.0;35.0;24;1105;105;10.54;6.2;9.6;9.3;19873.0;31.0;3;gem;;;;;;
17.0;44.0;238.0;221.0;186.0;82;901;103;8.77;6.2;9.6;9.3;19873.0;21.0;3;gem;;;;;;
16.0;17.0;284.0;213.0;38.0;10;774;80;9.72;6.2;9.6;9.3;19873.0;13.0;3;gem;;;;;;
106.0;218.0;2296.0;1617.0;251.0;102;5399;878;6.15;6.2;9.6;9.3;19873.0;152.0;3;stadt;6088357.38;6088357.38;6088357.38;1127.68;1127.68;6088357.38
22.0;29.0;528.0;397.0;9.0;25;1561;69;22.76;6.2;9.6;9.3;19873.0;25.0;3;gem;;;;;;
6.0;10.0;322.0;242.0;22.0;11;824;63;13.15;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
6.0;3.0;170.0;121.0;3.0;5;411;54;7.58;6.2;9.6;9.3;19873.0;10.0;3;gem;;;;;;
60.0;56.0;1172.0;817.0;100.0;48;3206;153;20.93;6.2;9.6;9.3;19873.0;38.0;3;gem;;;;;;
18.0;19.0;488.0;376.0;55.0;38;1512;72;21.1;6.2;9.6;9.3;19873.0;12.0;3;gem;;;;;;
24.0;23.0;331.0;224.0;12.0;52;898;120;7.51;6.2;9.6;9.3;19873.0;21.0;3;gem;;;;;;
12.0;15.0;341.0;258.0;13.0;22;938;39;24.14;6.2;9.6;9.3;19873.0;12.0;3;gem;;;;;;
6.0;9.0;220.0;156.0;20.0;3;560;47;11.8;6.2;9.6;9.3;19873.0;12.0;3;gem;;;;;;
12.0;9.0;229.0;177.0;14.0;9;588;32;18.59;6.2;9.6;9.3;19873.0;4.0;3;gem;;;;;;
9.0;7.0;180.0;124.0;12.0;18;522;44;11.79;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
6.0;15.0;171.0;140.0;15.0;6;467;84;5.53;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
7.0;19.0;184.0;148.0;19.0;4;457;41;11.27;6.2;9.6;9.3;19873.0;3.0;3;gem;;;;;;
9.0;6.0;284.0;191.0;10.0;9;735;340;2.16;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
3.0;12.0;271.0;186.0;32.0;7;693;41;16.81;6.2;9.6;9.3;19873.0;9.0;3;gem;;;;;;
15.0;29.0;532.0;364.0;47.0;21;1466;47;31.26;6.2;9.6;9.3;19873.0;27.0;3;gem;;;;;;
11.0;6.0;166.0;131.0;10.0;5;404;62;6.47;6.2;9.6;9.3;19873.0;10.0;3;gem;;;;;;
13.0;12.0;170.0;120.0;11.0;16;484;20;24.62;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
6.0;;155.0;116.0;15.0;11;459;55;8.33;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
13.0;3.0;354.0;231.0;43.0;16;866;43;20.01;6.2;9.6;9.3;19873.0;9.0;3;gem;;;;;;
34.0;40.0;562.0;396.0;64.0;13;1607;152;10.54;6.2;9.6;9.3;19873.0;19.0;2;gem;;;;;;
7.0;7.0;189.0;156.0;31.0;11;497;34;14.83;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
12.0;13.0;190.0;161.0;24.0;6;590;68;8.73;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
13.0;6.0;140.0;107.0;9.0;11;419;115;3.63;6.2;9.6;9.3;19873.0;3.0;2;gem;;;;;;
9.0;6.0;194.0;184.0;19.0;1;574;99;5.8;6.2;9.6;9.3;19873.0;3.0;3;gem;;;;;;
10.0;10.0;141.0;108.0;6.0;14;400;71;5.63;6.2;9.6;9.3;19873.0;9.0;3;gem;;;;;;
6.0;4.0;282.0;239.0;29.0;10;835;63;13.16;6.2;9.6;9.3;19873.0;13.0;3;gem;;;;;;
;15.0;200.0;151.0;18.0;5;483;109;4.45;6.2;9.6;9.3;19873.0;3.0;3;gem;;;;;;
10.0;12.0;167.0;125.0;17.0;6;386;70;5.48;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
99.0;175.0;1524.0;1416.0;944.0;205;5214;997;5.23;6.2;9.6;9.3;19873.0;71.0;1;gem;;;;;;
10.0;10.0;178.0;127.0;15.0;7;470;99;4.77;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
15.0;47.0;737.0;603.0;80.0;36;2078;139;14.95;6.2;9.6;9.3;19873.0;27.0;2;gem;;;;;;
119.0;172.0;2016.0;1860.0;1336.0;281;6719;577;11.64;6.2;9.6;9.3;19873.0;101.0;3;gem;7114094.39;7114094.39;7114094.39;1058.8;1058.8;7114094.39
3.0;14.0;193.0;114.0;24.0;9;461;58;7.97;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
15.0;29.0;253.0;238.0;108.0;44;808;212;3.81;6.2;9.6;9.3;19873.0;;2;gem;;;;;;
13.0;24.0;310.0;279.0;191.0;59;1123;219;5.12;6.2;9.6;9.3;19873.0;16.0;2;gem;;;;;;
3.0;6.0;232.0;214.0;6.0;11;742;81;9.18;6.2;9.6;9.3;19873.0;15.0;3;gem;;;;;;
7.0;13.0;399.0;299.0;48.0;24;1154;53;21.91;6.2;9.6;9.3;19873.0;7.0;3;gem;;;;;;
9.0;16.0;432.0;271.0;53.0;9;989;51;19.53;6.2;9.6;9.3;19873.0;3.0;3;gem;;;;;;
17.0;7.0;224.0;178.0;31.0;4;582;41;14.28;6.2;9.6;9.3;19873.0;7.0;3;gem;;;;;;
10.0;11.0;205.0;136.0;19.0;10;516;65;7.99;6.2;9.6;9.3;19873.0;7.0;3;gem;;;;;;
15.0;20.0;523.0;382.0;65.0;25;1352;312;4.33;6.2;9.6;9.3;19873.0;4.0;3;gem;;;;;;
6.0;13.0;305.0;213.0;18.0;20;770;33;23.53;6.2;9.6;9.3;19873.0;6.0;3;gem;;;;;;
198.0;223.0;2625.0;2046.0;957.0;241;8225;559;14.72;6.2;9.6;9.3;19873.0;85.0;1;gem;;;;;;
85.0;66.0;1288.0;1062.0;355.0;55;3827;1377;2.78;6.2;9.6;9.3;19873.0;38.0;1;gem;;;;;;
134.0;135.0;2196.0;1909.0;436.0;90;6272;393;15.95;6.2;9.6;9.3;19873.0;52.0;2;gem;;;;;;
12.0;10.0;203.0;161.0;6.0;5;536;41;13.16;6.2;9.6;9.3;19873.0;;3;gem;;;;;;
6.0;9.0;316.0;200.0;18.0;4;808;41;19.75;6.2;9.6;9.3;19873.0;9.0;3;gem;;;;;;
12.0;10.0;401.0;239.0;20.0;10;1039;79;13.13;6.2;9.6;9.3;19873.0;19.0;3;gem;;;;;;
12.0;;344.0;248.0;16.0;1;892;34;26.5;6.2;9.6;9.3;19873.0;9.0;3;gem;;;;;;
12.0;32.0;510.0;358.0;10.0;8;1316;57;23.21;6.2;9.6;9.3;19873.0;18.0;3;gem;;;;;;
50.0;69.0;1167.0;841.0;126.0;21;2831;212;13.34;6.2;9.6;9.3;19873.0;41.0;3;gem;;;;;;
192.0;55.0;3433.0;2668.0;1022.0;60;10004;526;19.03;5.6;11.6;11.0;20324.0;85.0;1;gem;;;;;;
204.0;336.0;3613.0;3115.0;1088.0;118;10080;1556;6.48;5.6;11.6;11.0;20324.0;117.0;2;stadt;8750086.6;8750086.6;8750086.6;868.06;868.06;8750086.6
389.0;873.0;8269.0;7198.0;2028.0;645;22614;1230;18.39;5.6;11.6;11.0;20324.0;278.0;3;stadt;32906311.09;32906311.09;16453155.54;727.57;727.57;16453155.54
101.0;152.0;1949.0;1476.0;431.0;40;4908;270;18.18;5.6;11.6;11.0;20324.0;45.0;3;gem;2302663.87;2302663.87;2302663.87;469.17;469.17;2302663.87
280.0;303.0;4393.0;3643.0;1236.0;181;12128;2267;5.35;5.6;11.6;11.0;20324.0;102.0;1;gem;10840390.72;10840390.72;10840390.72;893.83;893.83;10840390.72
475.0;1160.0;11614.0;9609.0;3644.0;480;28217;1189;23.73;5.6;11.6;11.0;20324.0;868.0;2;stadt;29316779.24;29316779.24;14658389.62;519.49;519.49;14658389.62
21.0;27.0;857.0;623.0;79.0;38;2213;94;23.49;5.6;11.6;11.0;20324.0;25.0;3;gem;1499911.67;1499911.67;1499911.67;677.77;677.77;1499911.67
18.0;3.0;390.0;229.0;27.0;25;937;60;15.65;5.6;11.6;11.0;20324.0;;3;gem;;;;;;
6.0;15.0;533.0;388.0;56.0;20;1371;110;12.43;5.6;11.6;11.0;20324.0;12.0;3;gem;;;;;;
41.0;25.0;802.0;583.0;83.0;52;2097;151;13.87;5.6;11.6;11.0;20324.0;21.0;2;gem;;;;;;
7.0;18.0;302.0;194.0;24.0;13;695;50;13.91;5.6;11.6;11.0;20324.0;3.0;3;gem;;;;;;
34.0;24.0;621.0;487.0;169.0;28;1744;297;5.88;5.6;11.6;11.0;20324.0;19.0;2;gem;;;;;;
17.0;23.0;288.0;211.0;47.0;8;847;239;3.55;5.6;11.6;11.0;20324.0;3.0;2;gem;;;;;;
32.0;17.0;676.0;481.0;53.0;30;1826;113;16.18;5.6;11.6;11.0;20324.0;12.0;2;gem;;;;;;
20.0;30.0;561.0;414.0;79.0;77;1582;43;36.91;5.6;11.6;11.0;20324.0;16.0;3;gem;;;;;;
45.0;57.0;1552.0;1020.0;119.0;67;3638;73;49.91;5.6;11.6;11.0;20324.0;48.0;3;gem;;;;;;
;9.0;272.0;178.0;18.0;5;643;44;14.68;5.6;11.6;11.0;20324.0;4.0;3;gem;;;;;;
12.0;15.0;631.0;418.0;46.0;15;1482;102;14.6;5.6;11.6;11.0;20324.0;20.0;3;gem;;;;;;
42.0;42.0;1482.0;1085.0;153.0;59;3656;233;15.71;5.6;11.6;11.0;20324.0;27.0;2;gem;;;;;;
10.0;18.0;301.0;252.0;18.0;19;820;59;13.9;5.6;11.6;11.0;20324.0;3.0;3;gem;;;;;;
31.0;59.0;1127.0;875.0;196.0;79;2938;103;28.54;5.6;11.6;11.0;20324.0;33.0;2;gem;;;;;;
32.0;25.0;530.0;377.0;177.0;88;1481;108;13.73;5.6;11.6;11.0;20324.0;9.0;2;gem;;;;;;
10.0;9.0;425.0;277.0;34.0;16;1087;71;15.33;5.6;11.6;11.0;20324.0;3.0;3;gem;;;;;;
96.0;130.0;2602.0;2003.0;355.0;291;6759;723;9.35;5.6;11.6;11.0;20324.0;53.0;2;gem;6652936.08;6652936.08;6652936.08;984.31;984.31;6652936.08
16.0;15.0;462.0;341.0;54.0;22;1264;50;25.18;5.6;11.6;11.0;20324.0;17.0;3;gem;;;;;;
9.0;9.0;400.0;294.0;65.0;12;1088;77;14.17;5.6;11.6;11.0;20324.0;3.0;3;gem;;;;;;
22.0;19.0;429.0;299.0;16.0;33;1227;94;13.12;5.6;11.6;11.0;20324.0;6.0;3;gem;;;;;;
26.0;29.0;927.0;677.0;72.0;29;2396;121;19.88;5.6;11.6;11.0;20324.0;29.0;2;gem;;;;;;
13.0;18.0;393.0;276.0;36.0;18;1025;100;10.21;5.6;11.6;11.0;20324.0;13.0;3;gem;;;;;;
6.0;23.0;420.0;348.0;38.0;19;1141;64;17.74;5.6;11.6;11.0;20324.0;9.0;3;gem;;;;;;
88.0;138.0;2671.0;2026.0;530.0;86;7313;416;17.57;5.6;11.6;11.0;20324.0;75.0;2;gem;;;;;;
17.0;34.0;767.0;506.0;66.0;41;1870;92;20.42;5.6;11.6;11.0;20324.0;15.0;3;gem;;;;;;
