ID;Strassenname;PLZ;Region;latitude;longitude
1093;Hüttenstr. 23;030165;Hannover-Hainholz;52.393902;9.7223335
1094;Niki-de-Saint-Phalle-Promenade 86;030161;Hannover-Oststadt;52.3777374;9.7430734
1095;Hildesheimer Str. 213-219;030519;Hannover-Döhren;52.3440453;9.7639444
1096;Hildesheimer Str. 428;030519;Hannover;52.32388;9.78091
1097;Dragonerstr. 39;030163;Hannover-Vahrenwald;52.3950008;9.7394719
1098;Spielhagenstr. 20;030173;Hannover-Südstadt;52.3627964;9.7637243
1099;Lynkerstr. 18;034466;Wolfhagen;51.3272187;9.1772174
1100;Pettenkoferstr. 2D;030880;Laatzen;52.30532410000001;9.814796099999999
1101;Straßburger Platz 20-25;030853;Langenhagen;52.4402802;9.726179199999999
1102;Straßburger Platz 20-25;030851;Langenhagen;52.4402802;9.726179199999999
1103;Dresdener Str. 3;030179;Hannover-Vahrenheide;52.4113591;9.7521176
1104;Am Listholze 54;030177;Hannover-List;52.4002618;9.7651184
1105;Vosstr. 12;031157;Sarstedt;52.2295688;9.843007000000002
1106;Wülfeler Str. 78;030539;Hannover-Bemerode;52.3383117;9.813192599999999
1107;Wildunger Str. 30-32;034513;Waldeck-Sachsenhausen;51.2416184;9.0128606
1108;Von-Ketteler-Str. 24;031137;Hildesheim-Himmelsthür;52.16691909999999;9.915542199999999
1109;Grimsehlstr. 22-24;037574;Einbeck;51.8163206;9.8744161
1110;Eichenweg 1;030659;Hannover-Bothfeld;52.4296941;9.801629799999999
1111;Rex-Brauns-Str. 6;031139;Hildesheim-Ochtersum;52.126886;9.9433366
1112;Steuerwalder Str. 31;031137;Hildesheim-Nord;52.1616385;9.9457117
1113;Brucknerring 1;030629;Hannover-Misburg;52.3948773;9.843651099999999
1114;Anderter Str. 81;030629;Hannover-Misburg;52.3802864;9.8633531
1115;Drispenstedter Str. 2;031137;Hildesheim-Ost;52.1635248;9.9648933
1116;Frankenstr. 2C;031135;Hildesheim-Ost;52.1554362;9.9694045
1117;Harleshäuser Str. 21;034246;Vellmar;51.3555097;9.4494548
1118;Wedemarkstr. 85;030900;Wedemark-Mellendorf;52.546585;9.7442733
1119;Bodenburger Str. 22;031162;Bad Salzdetfurth;52.050878;10.0017723
1120;Nordstr. 20;031319;Sehnde;52.3138274;9.962216699999999
1121;Bunsenstr. 105;034127;Kassel-Wartenberg;51.3392665;9.4911671
1122;Wolfhager Str. 201;034127;Kassel-Rothenditmold;51.3241651;9.469056799999999
1123;Holzmindener Str. 2;037581;Bad Gandersheim;51.8703679;10.0155109
1124;Quellhofstr. 22;034127;Kassel;51.33282;9.501
1125;Ihringshäuser Str. 151;034125;Kassel-Fasanenhof;51.340278;9.516186099999999
1126;Kohlenstr. 75;034121;Kassel-Wehlheiden;51.3086636;9.4585309
1127;Wolfshof 2;037127;Dransfeld;51.5031925;9.7646604
1128;Obere Königsstr. 39;034117;Kassel-Mitte;51.3145908;9.4946484
1129;Hedemündener Str. 19;034346;Hannoversch Münden;51.4183605;9.669728
1130;Ostring 62A;034125;Kassel-Wesertor;51.3238674;9.5167659
1131;Burgdorfer Str. 72-80;031275;Lehrte;52.382929;9.9754615
1132;Brückenhofstr. 77;034134;Kassel;51.28258659999999;9.4420161
1133;Brückenhofstr. 77;034132;Kassel-Oberzwehren;51.28258659999999;9.4420161
1134;Hafenstr. 5;034125;Kassel-Unterneustadt;51.3145013;9.5103042
1135;Frankfurter Str. 215-217;034134;Kassel-Niederzwehren;51.2910402;9.4745846
1136;Egon-Höhmann-Str. 2;034266;Niestetal-Sandershausen;51.3160649;9.5434266
1137;Göttinger Str. 34;037176;Nörten-Hardenberg;51.6245983;9.9364464
