RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
096710000000;Aschaffenburg, Landkreis;21862.0;2.9;10.1;25.0;25.0;14.7;206.0;186.0;20.0;0.0;125.0;43341.0;14.1;1.0;23.9;56.4
096720000000;Bad Kissingen, Landkreis;19643.0;4.2;10.9;26.3;28.8;6.3;121.0;112.0;8.0;1.0;90.0;20634.0;10.7;0.6;35.5;48.3
096730000000;Rhön-Grabfeld, Landkreis;19252.0;3.2;11.4;25.1;24.0;6.3;58.0;53.0;4.0;1.0;180.0;16193.0;9.8;0.5;49.0;38.1
096740000000;Haßberge, Landkreis;18789.0;3.3;12.7;23.0;21.0;4.8;75.0;67.0;8.0;0.0;417.0;27118.0;10.1;0.6;45.7;40.7
096750000000;Kitzingen, Landkreis;20677.0;3.2;9.2;23.7;23.9;10.3;99.0;89.0;9.0;1.0;233.0;43299.0;13.4;1.0;59.7;23.0
096760000000;Miltenberg, Landkreis;20569.0;3.1;9.6;23.1;22.0;19.3;210.0;186.0;24.0;0.0;49.0;27016.0;11.1;0.9;27.1;58.8
096770000000;Main-Spessart, Landkreis;20087.0;2.6;13.1;21.2;20.6;10.6;149.0;136.0;10.0;3.0;465.0;34619.0;9.1;0.5;32.1;55.8
096780000000;Schweinfurt, Landkreis;19886.0;2.8;10.9;20.6;24.5;6.8;87.0;84.0;2.0;1.0;56.0;21807.0;12.4;0.9;58.2;26.0
096790000000;Würzburg, Landkreis;20874.0;2.8;8.6;22.4;36.3;9.1;202.0;180.0;20.0;2.0;42.0;19567.0;12.0;0.6;61.7;23.0
097610000000;Augsburg;18090.0;6.9;9.7;19.5;26.7;29.8;699.0;638.0;59.0;2.0;256.0;69970.0;42.1;5.2;25.8;26.0
097620000000;Kaufbeuren;20827.0;5.8;11.2;21.5;28.3;17.7;109.0;106.0;2.0;1.0;55.0;7590.0;37.6;1.4;33.5;25.5
097630000000;Kempten (Allgäu);20934.0;4.4;10.7;22.9;17.5;20.6;185.0;168.0;4.0;13.0;160.0;27711.0;32.2;3.7;51.5;12.6
097640000000;Memmingen;23184.0;3.6;9.2;20.6;26.7;23.2;101.0;99.0;2.0;0.0;28.0;7011.0;25.6;1.4;47.1;24.7
097710000000;Aichach-Friedberg, Landkreis;22714.0;2.8;11.4;25.3;24.3;10.9;190.0;168.0;18.0;4.0;77.0;38615.0;11.8;0.5;59.7;25.6
097720000000;Augsburg, Landkreis;22385.0;3.1;12.0;24.7;22.8;13.2;334.0;304.0;27.0;3.0;56.0;60897.0;14.9;0.8;48.6;33.4
097730000000;Dillingen a.d.Donau, Landkreis;21408.0;2.7;9.7;26.9;25.3;13.2;119.0;113.0;5.0;1.0;55.0;16430.0;11.5;0.5;60.3;23.4
097740000000;Günzburg, Landkreis;22917.0;2.8;11.1;21.7;24.6;19.5;139.0;128.0;11.0;0.0;40.0;15947.0;13.9;0.7;52.5;29.3
097750000000;Neu-Ulm, Landkreis;21883.0;3.1;10.6;20.7;25.9;22.1;256.0;240.0;15.0;1.0;104.0;22744.0;17.8;1.2;48.1;29.7
097760000000;Lindau (Bodensee), Landkreis;21953.0;2.7;9.6;22.1;22.5;18.9;104.0;95.0;6.0;3.0;17.0;14624.0;13.2;0.9;57.4;27.4
097770000000;Ostallgäu, Landkreis;21317.0;2.9;13.4;23.5;22.8;13.1;164.0;150.0;10.0;4.0;121.0;54202.0;7.9;0.4;56.4;31.2
097780000000;Unterallgäu, Landkreis;22696.0;2.1;12.6;25.9;20.9;10.5;204.0;196.0;8.0;0.0;347.0;53069.0;10.6;0.5;61.1;25.6
097790000000;Donau-Ries, Landkreis;22245.0;2.3;9.6;27.4;27.0;11.4;139.0;127.0;9.0;3.0;279.0;56190.0;10.9;0.6;59.3;26.5
097800000000;Oberallgäu, Landkreis;22127.0;3.0;9.5;26.8;25.1;10.7;157.0;143.0;4.0;10.0;41.0;27851.0;6.5;0.4;46.1;37.0
100000000000;Saarland;18771.0;6.8;9.0;17.9;34.9;14.6;2446.0;2248.0;165.0;33.0;3191.0;669062.0;20.8;1.0;43.0;34.0
100410000000;Saarbrücken, Regionalverband;18015.0;9.4;8.5;15.7;36.9;17.3;992.0;914.0;65.0;13.0;1422.0;196614.0;32.1;1.6;24.7;41.7
100420000000;Merzig-Wadern, Landkreis;16717.0;4.9;9.5;20.4;32.5;10.9;168.0;144.0;12.0;12.0;1199.0;296375.0;13.4;0.8;45.9;38.7
100430000000;Neunkirchen, Landkreis;18156.0;7.0;10.4;17.6;33.0;12.3;440.0;422.0;17.0;1.0;86.0;30584.0;26.3;1.1;42.2;29.1
100440000000;Saarlouis, Landkreis;18196.0;5.6;9.5;18.5;31.5;15.0;397.0;368.0;25.0;4.0;125.0;64468.0;23.0;1.1;48.3;25.3
100450000000;Saarpfalz-Kreis;19843.0;5.5;8.8;22.0;38.6;12.6;330.0;292.0;36.0;2.0;262.0;68535.0;19.6;0.8;45.3;33.2
100460000000;St. Wendel, Landkreis;24395.0;4.0;7.1;23.0;29.1;6.9;116.0;106.0;9.0;1.0;97.0;12398.0;15.5;0.9;48.9;33.3
110000000000;Berlin;18183.0;13.3;9.5;13.1;33.9;21.4;7656.0;6972.0;629.0;55.0;6407.0;1983768.0;70.4;11.9;4.2;18.3
120000000000;Brandenburg;17592.0;10.7;9.4;20.7;36.5;2.9;5759.0;5497.0;231.0;31.0;2013.0;904562.0;9.3;0.7;49.3;35.5
120510000000;Brandenburg an der Havel, Kreisfreie Stadt;15829.0;14.1;10.6;19.5;34.7;3.7;264.0;251.0;11.0;2.0;164.0;147858.0;22.0;2.2;29.5;28.8
120520000000;Cottbus, Kreisfreie Stadt;16761.0;12.9;11.7;17.1;34.8;4.8;237.0;225.0;10.0;2.0;153.0;24788.0;30.0;5.2;30.2;20.9
120530000000;Frankfurt (Oder), Kreisfreie Stadt;15713.0;13.7;8.4;18.7;42.7;6.4;214.0;201.0;11.0;2.0;54.0;18169.0;23.8;4.8;44.3;26.8
120540000000;Potsdam, Kreisfreie Stadt;17921.0;7.9;10.3;15.2;28.1;9.2;425.0;406.0;18.0;1.0;99.0;51459.0;29.8;4.8;30.6;25.1
120600000000;Barnim, Landkreis;18187.0;10.3;11.2;19.3;37.1;3.1;387.0;370.0;7.0;10.0;90.0;94586.0;10.5;0.5;36.2;46.0
120610000000;Dahme-Spreewald, Landkreis;18534.0;7.6;9.8;21.2;21.9;3.2;393.0;378.0;13.0;2.0;52.0;51906.0;9.2;0.4;39.0;45.3
120620000000;Elbe-Elster, Landkreis;16202.0;13.7;8.9;22.4;39.5;1.5;103.0;98.0;4.0;1.0;102.0;15161.0;7.9;0.6;51.3;35.8
120630000000;Havelland, Landkreis;18038.0;9.3;8.8;21.6;40.0;2.3;288.0;275.0;11.0;2.0;67.0;26306.0;10.1;0.6;59.9;25.6
120640000000;Märkisch-Oderland, Landkreis;17589.0;11.0;8.9;20.9;32.2;2.5;604.0;582.0;20.0;2.0;114.0;60914.0;11.0;1.6;61.2;23.8
120650000000;Oberhavel, Landkreis;18064.0;9.5;8.7;21.2;46.9;2.5;562.0;540.0;22.0;0.0;312.0;67439.0;10.4;0.6;43.0;40.0
120660000000;Oberspreewald-Lausitz, Landkreis;16705.0;15.1;8.1;21.2;44.1;1.6;219.0;211.0;8.0;0.0;38.0;15855.0;11.4;1.0;35.0;37.2
120670000000;Oder-Spree, Landkreis;17509.0;10.1;10.3;22.0;33.2;3.2;423.0;402.0;17.0;4.0;123.0;45452.0;9.4;0.9;37.4;47.8
120680000000;Ostprignitz-Ruppin, Landkreis;16381.0;12.0;8.6;18.4;35.7;1.7;277.0;255.0;20.0;2.0;150.0;29788.0;6.3;0.3;57.3;32.4
120690000000;Potsdam-Mittelmark, Landkreis;19752.0;7.0;9.8;23.1;32.9;2.2;332.0;311.0;21.0;0.0;109.0;92228.0;8.7;0.5;46.6;40.8
120700000000;Prignitz, Landkreis;16664.0;14.5;8.7;20.5;37.4;1.0;201.0;198.0;3.0;0.0;92.0;50753.0;6.7;0.3;68.0;22.9
120710000000;Spree-Neiße, Landkreis;17353.0;10.6;6.3;24.0;36.1;1.8;266.0;255.0;11.0;0.0;73.0;37915.0;9.6;0.5;35.0;44.4
120720000000;Teltow-Fläming, Landkreis;18347.0;8.0;10.7;20.5;29.9;2.5;282.0;263.0;18.0;1.0;191.0;54824.0;9.6;1.0;46.0;41.5
120730000000;Uckermark, Landkreis;15905.0;16.7;9.4;22.1;42.6;1.8;282.0;276.0;6.0;0.0;30.0;19163.0;6.3;0.5;62.7;24.5
130000000000;Mecklenburg-Vorpommern;16373.0;12.5;10.2;18.9;27.9;2.5;3249.0;3024.0;144.0;81.0;1777.0;444615.0;8.0;1.3;62.6;21.8
130030000000;Kreisfreie Stadt Rostock, Hansestadt;15993.0;13.1;11.3;16.3;30.4;5.3;468.0;424.0;18.0;26.0;272.0;33374.0;39.5;8.0;20.0;27.8
130040000000;Kreisfreie Stadt Schwerin, Landeshauptstadt;16807.0;12.4;10.5;16.3;28.3;8.7;202.0;186.0;8.0;8.0;58.0;27113.0;30.5;6.6;17.6;19.1
130710000000;Landkreis Mecklenburgische Seenplatte;16308.0;14.400000000000006;9.1;19.4;30.6;1.4;1221.9679737823035;1156.3009966997984;33.300552021502135;15.967775057295182;1214.6371922407213;220086.3010776434;6.5;1.0;58.1;24.5
130720000000;Landkreis Rostock;17099.0;9.975000000000003;9.8;19.5;24.7;1.4;332.19861175550705;253.8658822463184;51.46764985338604;20.500000000000004;827.4679094216094;141132.80241540994;8.1;1.1;69.8;16.7
130730000000;Landkreis Vorpommern-Rügen;16335.0;14.075000000000006;10.5;19.4;23.7;1.3;490.3018489055165;407.46776314777776;60.634521616557215;5.800664724056151;81.03354205305325;61011.13437881884;8.5;1.5;67.1;18.5
130740000000;Landkreis Nordwestmecklenburg;16415.0;10.950000000000008;11.0;20.3;32.7;2.7;345.1333446435708;284.2979627401679;28.468067529994606;23.249999999999996;-304.6344523560665;854.9678805776384;8.5;1.8;71.6;13.3
130750000000;Landkreis Vorpommern-Greifswald;15164.0;12.400000000000002;9.8;18.7;25.9;1.9;424.9677069993045;369.30064412125625;33.30141465597544;13.250000000000004;7385.804582732698;82640.80120533514;8.0;1.1;61.0;21.9
130760000000;Landkreis Ludwigslust-Parchim;17276.0;8.925000000000006;10.7;20.0;27.8;1.5;532.4658475121347;500.3010685134465;28.53258367244286;3.6365480926283036;-301.3005520215024;36999.86501286798;7.3;1.2;59.8;28.0
140000000000;Sachsen;17265.0;10.6;9.1;22.2;38.5;4.1;7764.0;6742.0;1000.0;22.0;5774.0;1238981.0;12.6;1.2;55.0;27.2
145110000000;Chemnitz, Stadt;17881.0;11.5;8.7;23.2;39.4;7.4;646.0;531.0;115.0;0.0;377.0;75384.0;42.9;8.3;39.6;15.7
145210000000;Erzgebirgskreis;16681.0;9.6;7.4;29.0;37.4;1.4;536.0;427.0;109.0;0.0;302.0;65669.0;11.5;0.8;40.6;44.9
145220000000;Mittelsachsen, Landkreis;17240.0;9.2;8.4;26.2;38.4;2.0;482.0;433.0;49.0;0.0;895.0;221075.0;10.4;0.7;71.5;15.8
145230000000;Vogtlandkreis;17216.0;9.5;8.3;25.4;34.7;2.8;496.0;439.0;57.0;0.0;109.0;48139.0;10.9;0.8;46.7;39.3
145240000000;Zwickau, Landkreis;17328.0;9.4;8.1;25.1;39.8;2.6;579.0;485.0;94.0;0.0;889.0;107490.0;17.3;1.3;63.0;16.8
146120000000;Dresden, Stadt;17459.0;10.0;11.1;16.8;36.2;7.0;780.0;708.0;70.0;2.0;692.0;119537.0;40.6;4.8;33.2;22.4
146250000000;Bautzen, Landkreis;17235.0;10.4;8.2;23.8;41.1;2.0;495.0;455.0;39.0;1.0;634.0;77593.0;10.1;0.7;46.1;35.0
146260000000;Görlitz, Landkreis;16142.0;13.0;7.6;22.6;39.3;3.3;351.0;311.0;40.0;0.0;309.0;69439.0;11.3;1.2;45.3;35.4
146270000000;Meißen, Landkreis;17797.0;10.3;8.9;22.8;38.8;1.8;279.0;252.0;25.0;2.0;177.0;55909.0;11.0;0.8;71.6;13.3
146280000000;Sächsische Schweiz-Osterzgebirge, Landkreis;17703.0;9.7;9.2;23.5;37.1;2.6;237.0;206.0;29.0;2.0;313.0;57288.0;9.3;0.7;52.6;35.8
147130000000;Leipzig, Stadt;16948.0;13.0;10.5;16.4;37.6;9.0;1928.0;1653.0;264.0;11.0;737.0;216841.0;51.6;9.9;35.7;7.0
147290000000;Leipzig, Landkreis;18155.0;10.6;10.2;22.5;41.2;1.5;517.0;454.0;61.0;2.0;138.0;49868.0;12.9;2.0;62.6;14.1
147300000000;Nordsachsen, Landkreis;17068.0;12.1;9.7;20.4;40.8;2.4;438.0;388.0;48.0;2.0;202.0;74749.0;9.5;0.6;65.0;20.5
150000000000;Sachsen-Anhalt;16595.0;11.6;9.2;19.8;35.1;2.8;4886.0;4502.0;314.0;70.0;2752.0;659881.0;11.0;2.6;61.7;24.5
150010000000;Dessau-Roßlau, Kreisfreie Stadt;16843.0;12.5;8.9;21.2;37.4;3.0;234.0;207.0;18.0;9.0;118.0;34189.0;20.8;6.6;36.9;38.9
150020000000;Halle (Saale), Kreisfreie Stadt;15762.0;12.1;9.6;16.9;37.2;6.9;553.0;499.0;46.0;8.0;159.0;39760.0;53.1;14.7;26.2;16.4
150030000000;Magdeburg, Kreisfreie Stadt;16447.0;11.6;10.3;17.8;33.4;6.3;526.0;488.0;32.0;6.0;410.0;79661.0;46.2;12.4;37.8;8.5
150810000000;Altmarkkreis Salzwedel;17231.0;9.6;10.7;18.6;30.7;2.6;138.0;131.0;7.0;0.0;169.0;74520.0;7.1;1.5;62.0;29.5
150820000000;Anhalt-Bitterfeld, Landkreis;16381.0;12.1;9.6;21.3;33.3;1.8;325.0;293.0;30.0;2.0;205.0;52131.0;12.1;3.3;62.2;21.7
150830000000;Börde, Landkreis;17625.0;8.2;10.1;21.3;28.5;1.9;371.0;346.0;21.0;4.0;248.0;45550.0;9.6;1.8;68.2;20.0
150840000000;Burgenlandkreis;16627.0;13.6;9.5;20.6;39.4;1.8;238.0;214.0;16.0;8.0;52.0;17695.0;13.5;3.6;69.7;13.4
150850000000;Harz, Landkreis;16573.0;10.7;7.6;19.5;33.6;1.6;535.0;495.0;36.0;4.0;590.0;74959.0;9.8;2.0;51.9;36.6
150860000000;Jerichower Land, Landkreis;17860.0;10.0;7.7;22.6;34.0;1.7;249.0;237.0;12.0;0.0;91.0;37132.0;8.7;1.9;56.7;32.1
150870000000;Mansfeld-Südharz, Landkreis;16029.0;14.8;8.8;21.1;42.8;1.4;338.0;307.0;16.0;15.0;50.0;31206.0;11.4;2.9;58.3;28.1
150880000000;Saalekreis;17374.0;10.6;10.2;21.3;35.3;2.4;390.0;357.0;27.0;6.0;174.0;55466.0;15.1;3.2;71.1;9.1
150890000000;Salzlandkreis;15929.0;12.2;7.5;19.6;35.7;1.6;519.0;490.0;24.0;5.0;301.0;49447.0;13.7;3.1;75.8;6.8
150900000000;Stendal, Landkreis;15978.0;14.3;9.3;17.5;32.5;2.1;195.0;188.0;7.0;0.0;136.0;42617.0;7.6;1.7;66.7;22.4
150910000000;Wittenberg, Landkreis;16801.0;11.0;9.6;20.0;32.1;2.0;275.0;250.0;22.0;3.0;49.0;25546.0;8.6;2.1;49.0;39.6
160000000000;Thüringen;16864.0;8.8;8.2;23.7;32.5;2.8;3779.0;3505.0;261.0;13.0;1717.0;512680.0;9.4;0.5;54.4;32.0
160510000000;Erfurt, krsfr. Stadt;16892.0;10.2;7.8;20.3;32.5;7.1;439.0;419.0;19.0;1.0;133.0;57781.0;26.2;2.2;61.0;7.2
160520000000;Gera, krsfr. Stadt;16888.0;12.4;8.0;22.9;35.2;3.1;250.0;228.0;22.0;0.0;87.0;39755.0;22.9;2.8;57.5;17.6
160530000000;Jena, krsfr. Stadt;16335.0;7.1;8.3;19.6;35.3;5.1;126.0;100.0;26.0;0.0;74.0;25487.0;23.9;1.7;40.0;31.5
160540000000;Suhl, krsfr. Stadt;18152.0;7.9;10.1;27.5;22.1;2.4;83.0;69.0;9.0;5.0;18.0;8558.0;18.9;0.7;17.1;63.2
160550000000;Weimar, krsfr. Stadt;16501.0;9.9;8.2;17.7;37.6;4.7;128.0;116.0;12.0;0.0;7.0;10414.0;26.0;2.1;48.2;19.3
160560000000;Eisenach, krsfr. Stadt;16924.0;9.2;9.8;18.5;28.5;5.0;96.0;93.0;3.0;0.0;27.0;12481.0;18.0;0.9;43.4;35.7
160610000000;Eichsfeld, Kreis;16988.0;7.1;9.6;26.2;33.4;2.9;132.0;129.0;3.0;0.0;55.0;15026.0;8.8;0.4;59.2;29.0
160620000000;Nordhausen, Kreis;15993.0;10.7;9.0;20.3;32.6;2.5;162.0;143.0;19.0;0.0;64.0;15890.0;9.9;0.6;56.0;29.4
160630000000;Wartburgkreis;17415.0;6.0;8.4;26.6;28.7;2.1;188.0;180.0;8.0;0.0;206.0;18308.0;8.2;0.3;49.7;35.2
160640000000;Unstrut-Hainich-Kreis;16417.0;11.5;8.2;22.5;31.3;1.7;162.0;157.0;1.0;4.0;76.0;17071.0;8.2;0.4;68.8;15.8
160650000000;Kyffhäuserkreis;15655.0;13.2;6.6;21.8;33.9;1.1;131.0;124.0;7.0;0.0;33.0;10105.0;7.9;0.4;65.2;23.0
160660000000;Schmalkalden-Meiningen, Kreis;17364.0;6.8;8.2;24.9;34.9;1.7;207.0;189.0;17.0;1.0;202.0;36178.0;9.0;0.3;38.6;47.9
160670000000;Gotha, Kreis;16786.0;8.1;7.7;24.5;26.5;2.9;260.0;245.0;15.0;0.0;101.0;38111.0;10.1;0.7;55.8;27.0
160680000000;Sömmerda, Kreis;16713.0;10.5;7.9;25.1;31.8;1.0;137.0;128.0;9.0;0.0;9.0;14102.0;8.0;0.5;81.2;8.0
160690000000;Hildburghausen, Kreis;17277.0;5.9;7.4;25.9;30.5;2.1;110.0;102.0;7.0;1.0;74.0;10184.0;8.0;0.3;43.8;45.0
160700000000;Ilm-Kreis;16720.0;9.1;7.5;22.9;32.5;2.3;166.0;152.0;14.0;0.0;70.0;39528.0;9.4;0.4;45.2;43.0
160710000000;Weimarer Land, Kreis;17110.0;7.6;8.0;25.0;31.9;2.0;129.0;117.0;11.0;1.0;106.0;34031.0;9.1;0.4;72.4;16.2
160720000000;Sonneberg, Kreis;17433.0;4.9;9.6;29.3;17.1;1.1;126.0;120.0;6.0;0.0;51.0;15133.0;7.3;0.3;27.8;59.9
160730000000;Saalfeld-Rudolstadt, Kreis;17018.0;8.5;9.5;26.4;30.8;2.1;167.0;158.0;9.0;0.0;87.0;23783.0;7.8;0.3;36.0;52.5
160740000000;Saale-Holzland-Kreis;17285.0;7.8;8.7;24.7;34.7;1.7;123.0;97.0;26.0;0.0;22.0;12658.0;8.4;0.4;53.1;36.0
160750000000;Saale-Orla-Kreis;16961.0;7.6;8.3;27.4;30.1;1.3;128.0;122.0;6.0;0.0;83.0;17297.0;7.0;0.3;49.2;40.4
160760000000;Greiz, Kreis;17212.0;9.2;7.5;28.6;35.3;1.4;168.0;160.0;8.0;0.0;81.0;26064.0;9.9;0.6;61.6;25.5
160770000000;Altenburger Land, Kreis;16360.0;12.2;7.6;24.8;40.8;1.8;161.0;157.0;4.0;0.0;51.0;14734.0;11.7;0.7;73.4;10.6
031000000000;Braunschweig, Stat. Region;19101.0;6.9;9.1;16.7;36.0;11.8;3816.0;3615.0;153.0;48.0;1420.0;470851.0;13.9;1.3;49.1;34.5
031520000000;Göttingen, Landkreis;19067.0;6.9;8.4;15.2;38.3;11.9;502.0;486.0;16.0;0.0;304.0;51189.0;14.6;1.4;50.1;33.9
031560000000;Osterode am Harz, Landkreis;19067.0;9.7;9.7;17.0;46.4;8.8;153.0;147.0;5.0;1.0;17.0;37790.0;10.8;0.9;30.0;56.9
031590000000;Göttingen, Landkreis;18329.0;6.9;9.8;16.9;31.6;13.2;;;;;;;13.7;0.9;60.2;21.8
032000000000;Hannover, Stat. Region;19245.0;6.9;9.7;16.2;24.7;18.5;6191.0;5811.0;334.0;46.0;3435.0;688448.0;15.5;1.3;59.9;21.4
032410010000;Hannover, Landeshauptstadt;19096.0;8.6;8.7;13.7;42.9;27.4;1875.0;1764.0;100.0;11.0;869.0;175062.0;68.6;12.5;14.2;12.1
033000000000;Lüneburg, Stat. Region;19689.0;6.9;10.5;17.4;34.5;9.8;3765.0;3508.0;219.0;38.0;1705.0;474289.0;11.3;0.7;58.6;24.3
034000000000;Weser-Ems, Stat. Region;18465.0;6.9;10.0;17.4;33.8;10.8;5914.0;5471.0;379.0;64.0;4850.0;846555.0;15.0;0.8;67.9;12.5
051000000000;Düsseldorf, Regierungsbezirk;20176.0;8.1;8.9;15.9;43.9;23.1;12199.0;11150.0;928.0;121.0;15479.0;2701853.0;33.2;3.9;46.6;15.2
053000000000;Köln, Regierungsbezirk;20159.0;8.1;10.0;15.7;42.1;22.7;9655.0;8898.0;682.0;75.0;8646.0;2762809.0;23.9;2.1;45.1;27.6
053340020000;Aachen, krfr. Stadt;18587.0;9.0;7.5;14.2;49.4;27.6;457.0;430.0;25.0;2.0;264.0;40123.0;39.3;3.3;40.2;18.5
053540000000;Aachen, Kreis;19968.0;8.1;9.5;16.2;42.7;21.0;;;;;;;22.6;1.9;49.0;25.7
055000000000;Münster, Regierungsbezirk;19002.0;8.1;10.6;15.9;41.9;17.9;4596.0;3986.0;476.0;134.0;6495.0;1001749.0;19.6;1.5;62.2;15.7
057000000000;Detmold, Regierungsbezirk;20417.0;8.1;10.3;17.3;38.7;17.1;3846.0;3414.0;381.0;51.0;5296.0;736013.0;18.4;1.3;57.4;22.4
059000000000;Arnsberg, Regierungsbezirk;19885.0;8.1;8.8;16.9;43.8;19.8;8329.0;7536.0;742.0;51.0;12232.0;1703006.0;20.2;1.3;35.9;42.1
064000000000;Darmstadt, Regierungsbezirk;21579.0;5.9;9.0;17.3;38.7;31.0;7430.0;6795.0;551.0;84.0;3403.0;1645137.0;19.5;1.5;38.1;40.0
065000000000;Gießen, Regierungsbezirk;19306.0;5.9;10.3;17.5;39.4;17.4;1796.0;1620.0;92.0;84.0;1672.0;368885.0;14.5;0.7;43.8;39.9
066000000000;Kassel, Regierungsbezirk;19059.0;5.9;10.7;20.1;34.4;13.4;2124.0;1986.0;106.0;32.0;1351.0;367165.0;12.7;0.7;44.6;40.4
071000000000;Koblenz, Stat. Region;20361.0;5.3;10.6;18.8;30.9;12.7;2956.0;2691.0;240.0;25.0;2262.0;464727.0;14.4;1.5;38.2;45.3
072000000000;Trier, Stat. Region;19842.0;5.3;12.8;19.7;25.4;9.9;792.0;689.0;67.0;36.0;415.0;101091.0;11.4;1.6;43.5;43.7
073000000000;Rheinhessen-Pfalz, Stat. Region;20553.0;5.3;10.7;17.7;33.9;17.5;3581.0;3313.0;227.0;41.0;1789.0;552864.0;16.1;2.0;45.0;36.8
081000000000;Stuttgart, Regierungsbezirk;22669.0;4.0;7.6;21.7;33.4;28.4;6244.0;5403.0;644.0;197.0;5787.0;1837246.0;16.4;1.0;50.4;31.7
082000000000;Karlsruhe, Regierungsbzirk;21311.0;4.0;8.2;19.8;32.9;23.8;4170.0;3811.0;285.0;74.0;3556.0;863745.0;16.4;1.1;36.5;44.8
083000000000;Freiburg, Regierungsbezirk;21303.0;4.0;8.2;21.0;30.4;19.6;3039.0;2611.0;315.0;113.0;3397.0;567712.0;12.0;0.7;39.8;46.2
084000000000;Tübingen, Regierungsbezirk;21579.0;4.0;9.2;21.6;30.7;20.7;2074.0;1841.0;173.0;60.0;2583.0;488963.0;12.3;0.7;53.3;32.7
091000000000;Oberbayern, Regierungsbezirk;24350.0;3.8;8.0;21.4;26.8;27.3;6050.0;5374.0;613.0;63.0;4485.0;1336176.0;11.8;0.9;46.4;34.9
092000000000;Niederbayern, Regierungsbezirk;19948.0;3.8;10.6;23.9;23.0;9.6;1486.0;1385.0;96.0;5.0;2068.0;351299.0;10.8;0.5;52.0;33.9
093000000000;Oberpfalz, Regierungsbezirk;19720.0;3.8;9.5;23.3;25.0;8.9;1433.0;1342.0;77.0;14.0;1069.0;228634.0;10.5;0.5;41.8;42.4
094000000000;Oberfranken, Regierungsbezirk;20636.0;3.8;9.0;24.3;26.2;8.7;1905.0;1819.0;83.0;3.0;1321.0;247890.0;11.7;0.7;43.5;41.3
095000000000;Mittelfranken, Regierungsbezirk;21811.0;3.8;10.1;21.1;31.2;23.8;2443.0;2248.0;169.0;26.0;4104.0;841586.0;13.4;0.9;47.9;34.4
096000000000;Unterfranken, Regierungsbezirk;20670.0;3.8;9.8;22.6;27.3;13.6;1678.0;1530.0;137.0;11.0;1997.0;311311.0;11.9;0.8;43.0;41.3
097000000000;Schwaben, Regierungsbezirk;21522.0;3.8;10.6;22.7;24.8;19.4;2900.0;2675.0;180.0;45.0;1636.0;472850.0;11.8;0.7;54.2;29.4
100411000000;Saarbrücken, Landeshauptstadt;18015.0;9.4;8.1;15.3;37.4;19.3;588.0;540.0;45.0;3.0;1248.0;164133.0;35.5;1.9;18.4;44.4
130010000000;Kreisfreie Stadt Greifswald, Hansestadt;16373.0;11.9;10.2;18.9;27.9;2.5;39.0;37.0;1.0;1.0;32.0;6240.0;40.6;6.9;44.7;9.4
130020000000;Kreisfreie Stadt Neubrandenburg, Stadt;16373.0;14.9;10.2;18.9;27.9;2.5;268.0;263.0;4.0;1.0;22.0;13306.0;32.9;9.2;22.6;10.9
130050000000;Kreisfreie Stadt Stralsund, Hansestadt;16373.0;15.5;10.2;18.9;27.9;2.5;116.0;104.0;10.0;2.0;121.0;14336.0;56.0;9.7;31.3;4.4
130060000000;Kreisfreie Stadt Wismar, Hansestadt;16373.0;14.7;10.2;18.9;27.9;2.5;77.0;73.0;3.0;1.0;90.0;11344.0;43.9;7.3;38.8;1.9
130510000000;Landkreis Bad Doberan;16373.0;9.0;10.2;18.9;27.9;2.5;174.0;159.0;13.0;2.0;43.0;21713.0;9.8;1.6;70.5;15.8
130520000000;Landkreis Demmin;16373.0;17.4;10.2;18.9;27.9;2.5;216.0;207.0;8.0;1.0;115.0;28899.0;6.4;0.7;73.4;14.0
130530000000;Landkreis Güstrow;16373.0;12.8;10.2;18.9;27.9;2.5;165.0;151.0;10.0;4.0;21.0;19384.0;6.9;0.7;69.4;17.2
130540000000;Landkreis Ludwigslust;16373.0;9.0;10.2;18.9;27.9;2.5;247.0;224.0;16.0;7.0;119.0;36088.0;7.8;1.1;59.2;29.7
130550000000;Landkreis Mecklenburg-Strelitz;16373.0;14.2;10.2;18.9;27.9;2.5;226.0;218.0;6.0;2.0;163.0;35385.0;6.0;0.8;54.5;30.7
130560000000;Landkreis Müritz;16373.0;12.7;10.2;18.9;27.9;2.5;145.0;134.0;10.0;1.0;39.0;31274.0;5.9;1.0;51.4;26.3
130570000000;Landkreis Nordvorpommern;16373.0;14.1;10.2;18.9;27.9;2.5;141.0;136.0;5.0;0.0;95.0;24280.0;7.9;1.3;67.4;19.1
